search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,P61956,SUMO2,"Small ubiquitin-related modifier 2",,"SUMO2_HUMAN, SUMO2, SMT3B, SMT3H2","Nucleus, Nucleus, PML body","P61956 SUMO2_HUMAN Small ubiquitin-related modifier 2 P61956,B2R4I2,P55855,Q32Q42,Q6IPZ6,Q96HK1 HSMT3, SMT3 homolog 2, SUMO-3, Sentrin-2, Ubiquitin-like protein SMT3B SMT3B, SMT3H2","nucleoplasm, nucleus, pml body",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SUMO2_HUMAN,https://cansarblack.icr.ac.uk/target/P61956/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P84077,ARF1,"ADP-ribosylation factor 1",,"ARF1_HUMAN, ARF1","Golgi apparatus, Cytoplasm, Perinuclear region, Cell junction, Synapse, Synaptosome, Cell junction, Synapse, Postsynaptic density, Membrane, Golgi apparatus, Trans-Golgi network membrane","P84077 ARF1_HUMAN ADP-ribosylation factor 1 P84077,P10947,P32889  ","cell leading edge, copi-coated vesicle, cytosol, extracellular exosome, focal adhesion, glutamatergic synapse, golgi membrane, late endosome, neuron projection, perinuclear region of cytoplasm, peroxisomal membrane, plasma membrane, postsynaptic density, protein-containing complex, sarcomere, trans-golgi network",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ARF1_HUMAN,https://cansarblack.icr.ac.uk/target/P84077/synopsis,,,,,,,,0,,0,-1.75,61,,,,,,,,,,
,P55884,EIF3B,"Eukaryotic translation initiation factor 3 subunit B",,"EIF3B_HUMAN, EIF3B, EIF3S9",Cytoplasm,"P55884 EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B P55884,A4D208,Q2NL77,Q9UMF9 Eukaryotic translation initiation factor 3 subunit 9, Prt1 homolog, eIF-3-eta, eIF3 p110, eIF3 p116 EIF3S9","cytosol, eukaryotic 43s preinitiation complex, eukaryotic 48s preinitiation complex, eukaryotic translation initiation factor 3 complex, eukaryotic translation initiation factor 3 complex, extracellular exosome, synapse",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EIF3B_HUMAN,https://cansarblack.icr.ac.uk/target/P55884/synopsis,,,,,,,,0,,0,1.1,91,,,,,,,,,,
,Q96HE7,ERO1A,"ERO1-like protein alpha",1.8.4.-,"ERO1A_HUMAN, ERO1A, ERO1L","Endoplasmic reticulum membrane","Q96HE7 ERO1A_HUMAN ERO1-like protein alpha Q96HE7,A8K9X4,A8MYW1,Q7LD45,Q9P1Q9,Q9UKV6 Endoplasmic oxidoreductin-1-like protein, Endoplasmic reticulum oxidoreductase alpha, Oxidoreductin-1-L-alpha ERO1L","dendrite, endoplasmic reticulum, endoplasmic reticulum lumen, endoplasmic reticulum membrane, intracellular membrane-bounded organelle, membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ERO1A_HUMAN,https://cansarblack.icr.ac.uk/target/Q96HE7/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",5.2.1.8,"PPIF_HUMAN, PPIF, CYP3","Mitochondrion matrix","P30405 PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial P30405,Q2YDB7,Q5W131 Cyclophilin D, Cyclophilin F, Mitochondrial cyclophilin, Rotamase F CYP3","cytoplasm, intracellular membrane-bounded organelle, membrane, mitochondrial inner membrane, mitochondrial matrix, mitochondrial permeability transition pore complex, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PPIF_HUMAN,https://cansarblack.icr.ac.uk/target/P30405/synopsis,76.07|P62937|PPIA|CYCLOSPORINE|Whole:::Protein,76.07|P62937|PPIA|CYCLOSPORINE|Whole:::Protein||62.73|P23284|PPIB|CYCLOSPORINE|Whole:::Protein,76.07|P62937|PPIA|CYCLOSPORINE|Whole:::Protein||62.73|P23284|PPIB|CYCLOSPORINE|Whole:::Protein,,,,,0,,0,-0.3,76,,,,,,,,,,
,O95487,SEC24B,"Protein transport protein Sec24B",,"SC24B_HUMAN, SEC24B","Cytoplasmic vesicle, COPII-coated vesicle membrane, Endoplasmic reticulum membrane, Cytoplasm, Cytosol","O95487 SC24B_HUMAN Protein transport protein Sec24B O95487,B7ZKM8,B7ZKN4,Q0VG08 SEC24-related protein B ","copii vesicle coat, cytosol, endoplasmic reticulum exit site, endoplasmic reticulum membrane, er to golgi transport vesicle membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SC24B_HUMAN,https://cansarblack.icr.ac.uk/target/O95487/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",2.3.1.9,"THIC_HUMAN, ACAT2, ACTL","Cytoplasm, Cytosol","Q9BWD1 THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic Q9BWD1,B7Z233,E1P5B1,Q16146,Q5TCL7,Q8TDM4 Acetyl-CoA transferase-like protein, Cytosolic acetoacetyl-CoA thiolase ACTL","cytoplasm, cytosol, extracellular exosome, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=THIC_HUMAN,https://cansarblack.icr.ac.uk/target/Q9BWD1/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P33176,KIF5B,"Kinesin-1 heavy chain",,"KINH_HUMAN, KIF5B, KNS, KNS1","Cytoplasm, Cytoskeleton, Cytolytic granule membrane, Lysosome membrane","P33176 KINH_HUMAN Kinesin-1 heavy chain P33176,A0AVB2,Q5VZ85 Conventional kinesin heavy chain, Ubiquitous kinesin heavy chain KNS, KNS1","axon cytoplasm, axonal growth cone, centriolar satellite, ciliary rootlet, cytosol, dendrite cytoplasm, kinesin complex, membrane, microtubule, perinuclear region of cytoplasm, phagocytic vesicle, vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KINH_HUMAN,https://cansarblack.icr.ac.uk/target/P33176/synopsis,,,,,,,,0,,0,-0.6,73,,,,,,,,,,
,P19387,POLR2C,"DNA-directed RNA polymerase II subunit RPB3",,"RPB3_HUMAN, POLR2C",Nucleus,"P19387 RPB3_HUMAN DNA-directed RNA polymerase II subunit RPB3 P19387,O15161 DNA-directed RNA polymerase II 33 kDa polypeptide, DNA-directed RNA polymerase II subunit C, RPB31 ","cytosol, nucleoplasm, nucleus, rna polymerase ii",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RPB3_HUMAN,https://cansarblack.icr.ac.uk/target/P19387/synopsis,,,,,,,,0,,0,-0.25,77,,,,,,,,,,
,Q99741,CDC6,"Cell division control protein 6 homolog",,"CDC6_HUMAN, CDC6, CDC18L","Nucleus, Cytoplasm","Q99741 CDC6_HUMAN Cell division control protein 6 homolog Q99741,Q8TB30 CDC6-related protein, Cdc18-related protein, p62(cdc6) CDC18L","cytoplasm, cytosol, intercellular bridge, mitotic spindle, nucleoplasm, nucleus, spindle midzone, spindle pole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CDC6_HUMAN,https://cansarblack.icr.ac.uk/target/Q99741/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q12846,STX4,Syntaxin-4,,"STX4_HUMAN, STX4, STX4A","Cell membrane","Q12846 STX4_HUMAN Syntaxin-4 Q12846,A8MXY0,Q15525,Q6FHE8 Renal carcinoma antigen NY-REN-31 STX4A","basolateral plasma membrane, cell surface, cytosol, dendritic spine, endomembrane system, endosome, extracellular exosome, extracellular space, glutamatergic synapse, integral component of membrane, lamellipodium, lateral loop, membrane, myelin sheath adaxonal region, perinuclear region of cytoplasm, phagocytic vesicle membrane, plasma membrane, postsynapse, presynaptic active zone membrane, snare complex, somatodendritic compartment, specific granule, storage vacuole, synapse, synaptic vesicle, trans-golgi network, vacuole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=STX4_HUMAN,https://cansarblack.icr.ac.uk/target/Q12846/synopsis,,,,,,,,0,,0,-1.7,61,,,,,,,,,,
,Q14974,KPNB1,"Importin subunit beta-1",,"IMB1_HUMAN, KPNB1, NTF97","Cytoplasm, Nucleus envelope","Q14974 IMB1_HUMAN Importin subunit beta-1 Q14974,B7ZAV6,D3DTT3,Q14637,Q53XN2,Q96J27 Importin-90, Karyopherin subunit beta-1, Nuclear factor p97, Pore targeting complex 97 kDa subunit NTF97","cytoplasm, cytoplasmic stress granule, cytosol, endoplasmic reticulum tubular network, extracellular exosome, extracellular region, ficolin-1-rich granule lumen, host cell, membrane, nuclear envelope, nuclear membrane, nuclear pore, nucleoplasm, nucleus, specific granule lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=IMB1_HUMAN,https://cansarblack.icr.ac.uk/target/Q14974/synopsis,,,,,,,,0,,0,-1.9,59,,,,,,,,,,
,Q9Y3E5,PTRH2,"Peptidyl-tRNA hydrolase 2, mitochondrial",3.1.1.29,"PTH2_HUMAN, PTRH2, BIT1, PTH2",Mitochondrion,"Q9Y3E5 PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial Q9Y3E5,B3KUY4,Q9NTE5 Bcl-2 inhibitor of transcription 1 BIT1, PTH2","cytosol, membrane, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PTH2_HUMAN,https://cansarblack.icr.ac.uk/target/Q9Y3E5/synopsis,,,,,,,,0,,0,0.1,81,,,,,,,,,,
,Q9H0H5,RACGAP1,"Rac GTPase-activating protein 1",,"RGAP1_HUMAN, RACGAP1, KIAA1478, MGCRACGAP","Nucleus, Cytoplasm, Cytoplasm, Cytoskeleton, Spindle, Cytoplasmic vesicle, Secretory vesicle, Acrosome, Cleavage furrow, Midbody, Midbody ring, Cell membrane","Q9H0H5 RGAP1_HUMAN Rac GTPase-activating protein 1 Q9H0H5,Q6PJ26,Q9NWN2,Q9P250,Q9P2W2 Male germ cell RacGap, Protein CYK4 homolog KIAA1478, MGCRACGAP","acrosomal vesicle, centralspindlin complex, cleavage furrow, cytosol, extracellular exosome, extrinsic component of cytoplasmic side of plasma membrane, flemming body, microtubule, midbody, mitotic spindle, nucleoplasm, nucleus, spindle, spindle midzone",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RGAP1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9H0H5/synopsis,"39.73|P11274|BCR|PONATINIB,PONATINIB HYDROCHLORIDE|Whole:::Protein",,"39.73|P11274|BCR|PONATINIB,PONATINIB HYDROCHLORIDE|Whole:::Protein",,,,,0,,0,1.5,94,,,,,,,,,,
,P62851,RPS25,"40S ribosomal protein S25",,"RS25_HUMAN, RPS25",,"P62851 RS25_HUMAN 40S ribosomal protein S25 P62851,B2R4M7,P25111 Small ribosomal subunit protein eS25 ","cytosol, cytosolic ribosome, cytosolic small ribosomal subunit, extracellular exosome, nucleolus, nucleoplasm, nucleus, postsynaptic density, ribosome, small ribosomal subunit",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RS25_HUMAN,https://cansarblack.icr.ac.uk/target/P62851/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O43242,PSMD3,"26S proteasome non-ATPase regulatory subunit 3",,"PSMD3_HUMAN, PSMD3",,"O43242 PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 O43242,B3KMW9,B4DT72,Q96EI2,Q9BQA4 26S proteasome regulatory subunit RPN3, 26S proteasome regulatory subunit S3, Proteasome subunit p58 ","cytosol, extracellular exosome, extracellular region, ficolin-1-rich granule lumen, membrane, nucleoplasm, nucleus, proteasome accessory complex, proteasome complex, proteasome regulatory particle, secretory granule lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PSMD3_HUMAN,https://cansarblack.icr.ac.uk/target/O43242/synopsis,,,,,,,,0,,0,-0.65,72,,,,,,,,,,
,O00186,STXBP3,"Syntaxin-binding protein 3",,"STXB3_HUMAN, STXBP3","Cytoplasm, Cytosol, Cell membrane","O00186 STXB3_HUMAN Syntaxin-binding protein 3 O00186,A8K269,A8K5K7,Q53FW1,Q86YJ3,Q9UPD7 Platelet Sec1 protein, Protein unc-18 homolog 3, Protein unc-18 homolog C ","apical plasma membrane, basolateral plasma membrane, cytosol, extracellular exosome, phagocytic vesicle, plasma membrane, platelet alpha granule, presynapse, secretory granule, specific granule, tertiary granule",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=STXB3_HUMAN,https://cansarblack.icr.ac.uk/target/O00186/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O94906,PRPF6,"Pre-mRNA-processing factor 6",,"PRP6_HUMAN, PRPF6, C20orf14","Nucleus, Nucleoplasm, Nucleus speckle","O94906 PRP6_HUMAN Pre-mRNA-processing factor 6 O94906,B2RAR5,B3KMC6,O95109,Q5VXS5,Q9H3Z1,Q9H4T9,Q9H4U8,Q9NTE6 Androgen receptor N-terminal domain-transactivating protein 1, PRP6 homolog, U5 snRNP-associated 102 kDa protein C20orf14","catalytic step 2 spliceosome, membrane, nuclear speck, nucleoplasm, nucleus, spliceosomal complex, u2-type precatalytic spliceosome, u4/u6 x u5 tri-snrnp complex, u5 snrnp",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PRP6_HUMAN,https://cansarblack.icr.ac.uk/target/O94906/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q06124,PTPN11,"Tyrosine-protein phosphatase non-receptor type 11",3.1.3.48,"PTN11_HUMAN, PTPN11, PTP2C, SHPTP2","Cytoplasm, Nucleus","Q06124 PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 Q06124,A8K1D9,Q96HD7 Protein-tyrosine phosphatase 1D, Protein-tyrosine phosphatase 2C, SH-PTP2, SH-PTP3 PTP2C, SHPTP2","cytoplasm, cytosol, mitochondrion, nucleoplasm, nucleus, plasma membrane raft, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PTN11_HUMAN,https://cansarblack.icr.ac.uk/target/Q06124/synopsis,,,,,,,,0,,0,0.1,81,,,,,,,,,,
,O14920,IKBKB,"Inhibitor of nuclear factor kappa-B kinase subunit beta",2.7.11.10,"IKKB_HUMAN, IKBKB, IKKB","Cytoplasm, Nucleus, Membrane raft","O14920 IKKB_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit beta O14920,B4DZ30,B4E0U4,O75327 I-kappa-B kinase 2, Nuclear factor NF-kappa-B inhibitor kinase beta, Serine/threonine protein kinase IKBKB IKKB","cd40 receptor complex, cytoplasm, cytoplasmic side of plasma membrane, cytosol, ikappab kinase complex, membrane raft, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=IKKB_HUMAN,https://cansarblack.icr.ac.uk/target/O14920/synopsis,37.40|Q05513|PRKCZ|MIDOSTAURIN|Whole:::Protein,,37.40|Q05513|PRKCZ|MIDOSTAURIN|Whole:::Protein,,,,,0,,0,1.45,94,,,,,,,,,,
,P62333,PSMC6,"26S proteasome regulatory subunit 10B",,"PRS10_HUMAN, PSMC6, SUG2","Cytoplasm, Nucleus","P62333 PRS10_HUMAN 26S proteasome regulatory subunit 10B P62333,B2R975,P49719,Q6IBU3,Q92524 26S proteasome AAA-ATPase subunit RPT4, Proteasome 26S subunit ATPase 6, Proteasome subunit p42 SUG2","cytosol, cytosolic proteasome complex, extracellular exosome, membrane, nucleoplasm, nucleus, proteasome accessory complex, proteasome complex, proteasome regulatory particle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PRS10_HUMAN,https://cansarblack.icr.ac.uk/target/P62333/synopsis,,,,,,,,0,,0,-1.6,63,,,,,,,,,,
,P18074,ERCC2,"General transcription and DNA repair factor IIH helicase subunit XPD",3.6.4.12,"ERCC2_HUMAN, ERCC2, XPD, XPDC","Nucleus, Cytoplasm, Cytoskeleton, Spindle","P18074 ERCC2_HUMAN General transcription and DNA repair factor IIH helicase subunit XPD P18074,Q2TB78,Q2YDY2,Q7KZU6,Q8N721 Basic transcription factor 2 80 kDa subunit, CXPD, DNA excision repair protein ERCC-2, DNA repair protein complementing XP-D cells, TFIIH basal transcription factor complex 80 kDa subunit, Xeroderma pigmentosum group D-complementing protein XPD, XPDC","cak-ercc2 complex, cytoplasm, cytosol, mmxd complex, nucleoplasm, nucleus, spindle, transcription factor tfiid complex, transcription factor tfiih core complex, transcription factor tfiih holo complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ERCC2_HUMAN,https://cansarblack.icr.ac.uk/target/P18074/synopsis,,,,,,,,0,,0,0.35,83,,,,,,,,,,
,O00231,PSMD11,"26S proteasome non-ATPase regulatory subunit 11",,"PSD11_HUMAN, PSMD11","Nucleus, Cytoplasm, Cytosol","O00231 PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 O00231,A8K3I7,E1P663,O00495,Q53FT5 26S proteasome regulatory subunit RPN6, 26S proteasome regulatory subunit S9, 26S proteasome regulatory subunit p44.5 ","cytosol, extracellular region, ficolin-1-rich granule lumen, membrane, nucleoplasm, nucleus, proteasome accessory complex, proteasome complex, proteasome regulatory particle, secretory granule lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PSD11_HUMAN,https://cansarblack.icr.ac.uk/target/O00231/synopsis,,,,,,,,0,,0,0.45,84,,,,,,,,,,
,P62987,UBA52,"Ubiquitin-60S ribosomal protein L40",,"RL40_HUMAN, UBA52, UBCEP2","Cytoplasm, Nucleus, Cytoplasm","P62987 RL40_HUMAN Ubiquitin-60S ribosomal protein L40 P62987,P02248,P02249,P02250,P14793,P62988,Q29120,Q6LBL4,Q6LDU5,Q8WYN8,Q91887,Q91888,Q9BWD6,Q9BX98,Q9UEF2,Q9UEG1,Q9UEK8,Q9UPK7 CEP52, Ubiquitin A-52 residue ribosomal protein fusion product 1 UBCEP2","cytoplasm, cytosol, cytosolic large ribosomal subunit, cytosolic ribosome, cytosolic small ribosomal subunit, endocytic vesicle membrane, endoplasmic reticulum, endoplasmic reticulum membrane, endoplasmic reticulum quality control compartment, endosome membrane, extracellular exosome, extracellular space, host cell, lysosomal membrane, mitochondrial outer membrane, nucleoplasm, nucleus, plasma membrane, vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RL40_HUMAN,https://cansarblack.icr.ac.uk/target/P62987/synopsis,,,,,,,,0,,0,1,90,,,,,,,,,,
,Q9UM11,FZR1,"Fizzy-related protein homolog",,"FZR1_HUMAN, FZR1, CDH1, FYR, FZR, KIAA1242","Nucleus, Cytoplasm","Q9UM11 FZR1_HUMAN Fizzy-related protein homolog Q9UM11,O75869,Q86U66,Q96NW8,Q9UI96,Q9ULH8,Q9UM10,Q9UNQ1,Q9Y2T8 CDC20-like protein 1, Cdh1/Hct1 homolog CDH1, FYR, FZR, KIAA1242","cytosol, nuclear membrane, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=FZR1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UM11/synopsis,,,,,,,,0,,0,-1.4,65,,,,,,,,,,
,O75486,SUPT3H,"Transcription initiation protein SPT3 homolog",,"SUPT3_HUMAN, SUPT3H, SPT3",Nucleus,"O75486 SUPT3_HUMAN Transcription initiation protein SPT3 homolog O75486,A6NKG9,B2R9Q5,O76066,Q5TAV9,Q86VN7 SPT3-like protein SPT3","nucleoplasm, nucleus, staga complex, transcription factor tftc complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SUPT3_HUMAN,https://cansarblack.icr.ac.uk/target/O75486/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O43172,PRPF4,"U4/U6 small nuclear ribonucleoprotein Prp4",,"PRP4_HUMAN, PRPF4, PRP4","Nucleus, Nucleus speckle","O43172 PRP4_HUMAN U4/U6 small nuclear ribonucleoprotein Prp4 O43172,O43445,O43864,Q5T1M8,Q96DG2,Q96IK4 PRP4 homolog, U4/U6 snRNP 60 kDa protein, WD splicing factor Prp4 PRP4","cajal body, nuclear speck, nucleoplasm, nucleus, spliceosomal complex, spliceosomal snrnp complex, u2-type precatalytic spliceosome, u4/u6 snrnp, u4/u6 x u5 tri-snrnp complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PRP4_HUMAN,https://cansarblack.icr.ac.uk/target/O43172/synopsis,,,,,,,,0,,0,-1.05,68,,,,,,,,,,
,P49848,TAF6,"Transcription initiation factor TFIID subunit 6",,"TAF6_HUMAN, TAF6, TAF2E, TAFII70","Nucleus, Nucleus","P49848 TAF6_HUMAN Transcription initiation factor TFIID subunit 6 P49848,A4D2B2,A4D2B3,B4DT11,D6W5U2,Q6AI29 RNA polymerase II TBP-associated factor subunit E, Transcription initiation factor TFIID 70 kDa subunit, Transcription initiation factor TFIID 80 kDa subunit TAF2E, TAFII70","cytosol, mll1 complex, nucleoplasm, nucleus, protein-containing complex, saga complex, slik (saga-like) complex, transcription factor tfiid complex, transcription factor tftc complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TAF6_HUMAN,https://cansarblack.icr.ac.uk/target/P49848/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q09161,NCBP1,"Nuclear cap-binding protein subunit 1",,"NCBP1_HUMAN, NCBP1, CBP80, NCBP","Nucleus, Cytoplasm","Q09161 NCBP1_HUMAN Nuclear cap-binding protein subunit 1 Q09161,B2R718,Q59G76,Q5T1V0,Q5T7X2 80 kDa nuclear cap-binding protein CBP80, NCBP","cytosol, mitochondrion, mrna cap binding complex, nuclear cap binding complex, nucleoplasm, nucleus, ribonucleoprotein complex, rna cap binding complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NCBP1_HUMAN,https://cansarblack.icr.ac.uk/target/Q09161/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O14818,PSMA7,"Proteasome subunit alpha type-7",,"PSA7_HUMAN, PSMA7, HSPC","Cytoplasm, Nucleus","O14818 PSA7_HUMAN Proteasome subunit alpha type-7 O14818,B2R515,Q5JXJ2,Q9BR53,Q9H4K5,Q9UEU8 Proteasome subunit RC6-1, Proteasome subunit XAPC7 HSPC","cytoplasm, cytosol, extracellular exosome, nucleoplasm, nucleus, postsynapse, proteasome complex, proteasome core complex, proteasome core complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PSA7_HUMAN,https://cansarblack.icr.ac.uk/target/O14818/synopsis,"100.00|O14818|PSMA7|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein","100.00|O14818|PSMA7|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein||84.44|Q8TAA3|PSMA8|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein","100.00|O14818|PSMA7|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein||84.44|Q8TAA3|PSMA8|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein||41.15|P25787|PSMA2|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein||37.12|P28066|PSMA5|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein||36.11|P25789|PSMA4|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein||35.41|P60900|PSMA6|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein||35.27|P25786|PSMA1|CARFILZOMIB,IXAZOMIB,IXAZOMIB CITRATE|Whole:::Protein",,,,,0,,0,-0.85,70,,,,,,,,,,
,Q9UQE7,SMC3,"Structural maintenance of chromosomes protein 3",,"SMC3_HUMAN, SMC3, BAM, BMH, CSPG6, SMC3L1","Nucleus, Chromosome, Chromosome, Centromere","Q9UQE7 SMC3_HUMAN Structural maintenance of chromosomes protein 3 Q9UQE7,A8K156,O60464,Q5T482 Basement membrane-associated chondroitin proteoglycan, Chondroitin sulfate proteoglycan 6, Chromosome-associated polypeptide BAM, BMH, CSPG6, SMC3L1","chromatin, chromosome, chromosome, cohesin complex, cytosol, lateral element, meiotic cohesin complex, mitotic spindle pole, nuclear matrix, nuclear meiotic cohesin complex, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SMC3_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UQE7/synopsis,,,,,,,,0,,0,-1.6,63,,,,,,,,,,
,P27361,MAPK3,"Mitogen-activated protein kinase 3",2.7.11.24,"MK03_HUMAN, MAPK3, ERK1, PRKM3","Cytoplasm, Nucleus, Membrane, Caveola, Cell junction, Focal adhesion","P27361 MK03_HUMAN Mitogen-activated protein kinase 3 P27361,A8CZ58,B0LPG3,Q8NHX1 ERT2, Extracellular signal-regulated kinase 1, Insulin-stimulated MAP2 kinase, MAP kinase isoform p44, Microtubule-associated protein 2 kinase, p44-ERK1 ERK1, PRKM3","caveola, cytoplasm, cytoskeleton, cytosol, early endosome, endoplasmic reticulum lumen, focal adhesion, golgi apparatus, late endosome, mitochondrion, nuclear envelope, nucleoplasm, nucleus, plasma membrane, protein-containing complex, pseudopodium",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MK03_HUMAN,https://cansarblack.icr.ac.uk/target/P27361/synopsis,47.63|Q15759|MAPK11|REGORAFENIB|Whole:::Protein,,"47.63|Q15759|MAPK11|REGORAFENIB|Whole:::Protein||37.27|P35916|FLT4|AXITINIB,CABOZANTINIB,CABOZANTINIB S-MALATE,LENVATINIB,LENVATINIB MESYLATE,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,Selpercatinib,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,AV9,VANDETANIB|Whole:::Protein||36.79|Q00534|CDK6|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein||36.45|P09619|PDGFRB|AXITINIB,BECAPLERMIN,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||35.06|P49841|GSK3B|LITHIUM CITRATE,LITHIUM CARBONATE|Whole:::Protein",,,,,0,,0,1,90,,,,,,,,,,
